link,updated,country,headquarters,industry,ceo,website,ticker,company_type,revenues,profits,market_value,employee_count,revenues_m,profits_m,assets_m,stockholder_equity_m,profit_margin,profit_as_percent_assets,profit_as_percent_equity
https://fortune.com/company/x5-retail-group/,10/23/24,Netherlands,Amsterdam,Food and Drug Stores,Igor Shekhterman,https://www.x5.ru,,Public,"$36,922",$919,"$8,582","372,200","$36,921.9-1.52%",$918.841.24%,"$17,659-","$2,335-",2.49%,5.2%,39.34%
https://fortune.com/company/xiamen-cd/,8/5/24,China,"Xiamen, China",Trading,Huang Wenzhou,https://www.chinacdc.com,,Private,"$110,666","$1,058",,"62,740","$110,665.6-12.2%","$1,057.6132.8%","$125,003.2-","$9,272.5-",1%,0.9%,11.4%
https://fortune.com/company/xiamen-itg-holding-group/,8/5/24,China,"Xiamen, China",Trading,Xu Xiaoxi,https://www.itgholding.com.cn,,Private,"$85,819",$179,,"34,289","$85,818.8-16.8%",$178.9-38.2%,"$50,244.4-","$5,827.5-",0.2%,0.4%,3.1%
https://fortune.com/company/xiaomi/,8/5/24,China,Beijing,"Electronics, Electrical Equip.",Lei Jun,https://www.mi.com/global,XIACY,Public,"$38,277","$2,469","$52,664","33,627","$38,276.8-8.1%","$2,468.5571.2%","$45,682.8-","$23,105.1-",6.5%,5.4%,10.7%
https://fortune.com/company/xiamen-xiangyu-group/,8/5/24,China,"Xiamen, China",Trading,Zhang Shuili,https://www.xiangyu-group.com,,Private,"$69,287",$15,,"33,214","$69,286.9-17.2%",$14.5-95.2%,"$46,717-","$4,166.8-",-,-,0.4%
https://fortune.com/company/zf-friedrichshafen/,10/23/24,Germany,Friedrichshafen,Motor Vehicles and Parts,Holger Klein,https://www.zf.com,,Private,"$50,407",$-34,,"165,938","$50,406.69.42%",$-33.5-114.04%,"$43,263-","$7,915-",-0.07%,-0.08%,-0.42%
https://fortune.com/company/zhejiang-communications-investment-group/,8/5/24,China,"Hangzhou, China",Transportation and Logistics,Gao  Haomeng,https://www.cncico.com,,Private,"$45,772",$764,,"43,266","$45,772-1.8%",$763.6-11.1%,"$131,772.9-","$20,307.6-",1.7%,0.6%,3.8%
https://fortune.com/company/zhejiang-geely-holding-group/,8/5/24,China,"Hangzhou, China",Motor Vehicles & Parts,Li Donghui,https://www.zgh.com,,Private,"$70,357",$813,,"143,994","$70,356.816.5%",$812.6-14%,"$94,120.3-","$15,871.7-",1.2%,0.9%,5.1%
https://fortune.com/company/zhejiang-hengyi-group/,8/5/24,China,"Hangzhou, China",Chemicals,Qiu Jianlin,https://www.hengyi.com,,Private,"$57,468",$24,,"22,417","$57,4680.2%",$23.5-,"$18,826.8-","$1,772.3-",-,0.1%,1.3%
https://fortune.com/company/zhejiang-rongsheng-holding-group/,8/5/24,China,"Hangzhou, China",Chemicals,Li Shuirong,https://www.rong-sheng.com,,Private,"$86,536",$75,,"23,373","$86,535.60.4%",$74.6-56.1%,"$57,831-","$6,080.6-",0.1%,0.1%,1.2%
https://fortune.com/company/zijin-mining-group/,8/5/24,China,"Longyan, China",Metals,Chen Jinghe,https://www.zjky.cn,ZIJMY,Public,"$41,446","$2,983","$66,940","55,239","$41,445.63.1%","$2,983.30.1%","$48,325.6-","$15,146.4-",7.2%,6.2%,19.7%
https://fortune.com/company/zurich-insurance-group/,1/29/25,Switzerland,Zurich,Insurance: Property and Casualty,Mario Greco,https://www.zurich.com,ZURVY,Public,"$62,546","$4,885","$86,169","59,593","$60,64545.26%","$4,351-5.47%","$361,382-","$24,860-",7.17%,1.2%,17.5%
